AID,SERVICE,MID
20-93298,elava-arkisto,26-29212
20-93298,elava-arkisto,26-29213
20-93298,elava-arkisto,26-29214
20-93298,elava-arkisto,26-29215
20-93298,elava-arkisto,26-29216
20-93298,elava-arkisto,26-29217
20-93298,elava-arkisto,26-29218
20-93298,elava-arkisto,26-29219
20-96813,elava-arkisto,26-29686
20-96813,elava-arkisto,26-29687
20-96813,elava-arkisto,26-29688
20-96813,elava-arkisto,26-29689
20-96760,elava-arkisto,26-109046
20-96760,elava-arkisto,26-109038
20-96760,elava-arkisto,26-29576
20-96760,elava-arkisto,26-29577
20-96915,elava-arkisto,26-29853
20-96912,elava-arkisto,26-29843
20-96916,elava-arkisto,26-29850
20-96896,elava-arkisto,26-29815
20-96896,elava-arkisto,26-29816
20-96896,elava-arkisto,26-29817
20-96896,elava-arkisto,26-29818
20-96896,elava-arkisto,26-29819
20-96906,elava-arkisto,26-29834
20-96906,elava-arkisto,26-29835
20-96906,elava-arkisto,26-29836
20-96906,elava-arkisto,26-29837
20-96909,elava-arkisto,26-29841
20-96771,elava-arkisto,26-29620
20-96771,elava-arkisto,26-29621
20-96771,elava-arkisto,26-29623
20-96771,elava-arkisto,26-29624
20-96771,elava-arkisto,26-29270
20-96771,elava-arkisto,26-29625
20-96771,elava-arkisto,26-29626
20-96900,elava-arkisto,26-29821
20-96892,elava-arkisto,26-29805
20-96459,elava-arkisto,26-29060
20-96459,elava-arkisto,26-29061
20-96462,elava-arkisto,26-29065
20-96882,elava-arkisto,26-29793
20-96885,elava-arkisto,26-29798
20-96885,elava-arkisto,26-29799
20-96888,elava-arkisto,26-29802
20-96868,elava-arkisto,26-29772
20-96287,elava-arkisto,26-29770
20-96597,elava-arkisto,26-29275
20-96597,elava-arkisto,26-29276
20-96597,elava-arkisto,26-29277
20-96597,elava-arkisto,26-29278
20-96597,elava-arkisto,26-29279
20-96597,elava-arkisto,26-29280
20-96839,elava-arkisto,26-29716
20-96839,elava-arkisto,26-29717
20-96852,elava-arkisto,26-29754
20-96852,elava-arkisto,26-29755
20-96852,elava-arkisto,26-29756
20-96852,elava-arkisto,26-29757
20-96862,elava-arkisto,26-29763
20-96752,elava-arkisto,26-29562
20-96752,elava-arkisto,26-29563
20-96752,elava-arkisto,26-29564
20-96752,elava-arkisto,26-29565
20-96752,elava-arkisto,26-29566
20-96777,elava-arkisto,26-29630
20-96777,elava-arkisto,26-29631
20-96777,elava-arkisto,26-29632
20-82792,elava-arkisto,26-10260
20-82792,elava-arkisto,26-10261
20-96857,elava-arkisto,26-29760
20-96757,elava-arkisto,26-29572
20-96848,elava-arkisto,26-29729
20-96848,elava-arkisto,26-29730
20-96848,elava-arkisto,26-29731
20-96848,elava-arkisto,26-29732
20-96848,elava-arkisto,26-29733
20-96848,elava-arkisto,26-29734
20-96848,elava-arkisto,26-29735
20-96848,elava-arkisto,26-29736
20-84048,elava-arkisto,26-29720
20-96733,elava-arkisto,26-29527
20-96733,elava-arkisto,26-29528
20-96733,elava-arkisto,26-29529
20-96733,elava-arkisto,26-29530
20-96733,elava-arkisto,26-29531
20-96765,elava-arkisto,26-111790
20-96765,elava-arkisto,26-29613
20-96821,elava-arkisto,26-29696
20-96825,elava-arkisto,26-29700
20-96829,elava-arkisto,26-29706
20-96833,elava-arkisto,26-29709
20-96833,elava-arkisto,26-29710
20-96833,elava-arkisto,26-29711
20-96801,elava-arkisto,26-29663
20-96801,elava-arkisto,26-29664
20-96801,elava-arkisto,26-29665
20-96801,elava-arkisto,26-29666
20-96801,elava-arkisto,26-29667
20-79155,elava-arkisto,26-3425
20-79155,elava-arkisto,26-3426
20-79155,elava-arkisto,26-3427
20-79155,elava-arkisto,26-3428
20-79155,elava-arkisto,26-3429
20-95942,elava-arkisto,26-29645
20-95942,elava-arkisto,26-29646
20-96783,elava-arkisto,26-29635
20-96817,elava-arkisto,26-29691
20-96809,elava-arkisto,26-29672
20-96809,elava-arkisto,26-29673
20-96804,elava-arkisto,26-29670
20-96798,elava-arkisto,26-29653
20-96798,elava-arkisto,26-29654
20-96798,elava-arkisto,26-29655
20-96798,elava-arkisto,26-29656
20-96798,elava-arkisto,26-29657
20-96787,elava-arkisto,26-29637
20-93823,elava-arkisto,26-29643
20-96645,elava-arkisto,26-29363
20-96649,elava-arkisto,26-29372
20-96745,elava-arkisto,26-29548
20-96749,elava-arkisto,26-24552
20-96727,elava-arkisto,26-29517
20-96727,elava-arkisto,26-29518
20-96738,elava-arkisto,26-29539
20-96742,elava-arkisto,26-29546
20-96498,elava-arkisto,26-29153
20-88315,elava-arkisto,26-29534
20-96616,elava-arkisto,26-29304
20-96616,elava-arkisto,26-29305
20-96716,elava-arkisto,26-29503
20-84053,elava-arkisto,26-11894
20-84072,elava-arkisto,26-107292
20-84072,elava-arkisto,26-13277
20-96672,elava-arkisto,26-29413
20-96672,elava-arkisto,26-29414
20-96676,elava-arkisto,26-29452
20-96676,elava-arkisto,26-29453
20-96676,elava-arkisto,26-29454
20-96676,elava-arkisto,26-29455
20-96676,elava-arkisto,26-29456
20-96676,elava-arkisto,26-29457
20-96680,elava-arkisto,26-29430
20-96680,elava-arkisto,26-29431
20-96680,elava-arkisto,26-29432
20-96680,elava-arkisto,26-29433
20-96680,elava-arkisto,26-29434
20-96680,elava-arkisto,26-29435
20-96694,elava-arkisto,26-29468
20-96694,elava-arkisto,26-29469
20-96694,elava-arkisto,26-29470
20-96694,elava-arkisto,26-29471
20-96697,elava-arkisto,26-29477
20-96697,elava-arkisto,26-29478
20-96697,elava-arkisto,26-29479
20-96697,elava-arkisto,26-29480
20-96697,elava-arkisto,26-29481
20-96691,elava-arkisto,26-29461
20-96691,elava-arkisto,26-29462
20-96691,elava-arkisto,26-29463
20-96704,elava-arkisto,26-29487
20-96713,elava-arkisto,26-29493
20-96708,elava-arkisto,26-29489
20-96684,elava-arkisto,26-29442
20-95541,elava-arkisto,26-29483
20-95541,elava-arkisto,26-29484
20-96654,elava-arkisto,26-29380
20-96654,elava-arkisto,26-29381
20-96654,elava-arkisto,26-29382
20-96657,elava-arkisto,26-29388
20-96575,elava-arkisto,26-29231
20-96579,elava-arkisto,26-29234
20-96669,elava-arkisto,26-29401
20-96665,elava-arkisto,26-29398
20-96642,elava-arkisto,26-29349
20-96642,elava-arkisto,26-29350
20-96642,elava-arkisto,26-29351
20-96633,elava-arkisto,26-29333
20-96555,elava-arkisto,26-29200
20-96630,elava-arkisto,26-29327
20-96638,elava-arkisto,26-29336
20-96625,elava-arkisto,26-29325
20-93818,elava-arkisto,26-25371
20-89299,elava-arkisto,26-29292
20-89299,elava-arkisto,26-29294
20-89299,elava-arkisto,26-29293
20-89299,elava-arkisto,26-29295
20-96490,elava-arkisto,26-29149
20-96621,elava-arkisto,26-29314
20-96353,elava-arkisto,26-28859
20-96353,elava-arkisto,26-111221
20-96353,elava-arkisto,26-49857
20-96353,elava-arkisto,26-111219
20-96353,elava-arkisto,26-108761
20-96353,elava-arkisto,26-111215
20-96353,elava-arkisto,26-111214
20-96361,elava-arkisto,26-28868
20-96365,elava-arkisto,26-28874
20-96441,elava-arkisto,26-29033
20-96441,elava-arkisto,26-29034
20-96444,elava-arkisto,26-29040
20-96448,elava-arkisto,26-39521
20-96448,elava-arkisto,26-29045
20-96448,elava-arkisto,26-29046
20-96456,elava-arkisto,26-29058
20-96456,elava-arkisto,26-108334
20-96552,elava-arkisto,26-29198
20-96005,elava-arkisto,26-28281
20-96005,elava-arkisto,26-28282
20-96005,elava-arkisto,26-28283
20-96005,elava-arkisto,26-28284
20-96511,elava-arkisto,26-29160
20-96607,elava-arkisto,26-29288
20-96452,elava-arkisto,26-29051
20-96452,elava-arkisto,26-29052
20-96452,elava-arkisto,26-29053
20-96452,elava-arkisto,26-96994
20-96452,elava-arkisto,26-96996
20-96452,elava-arkisto,26-96995
20-96535,elava-arkisto,26-29178
20-93824,elava-arkisto,26-25382
20-96588,elava-arkisto,26-29250
20-96588,elava-arkisto,26-29251
20-96304,elava-arkisto,26-28790
20-96304,elava-arkisto,26-28791
20-96304,elava-arkisto,26-28792
20-96304,elava-arkisto,26-28793
20-96304,elava-arkisto,26-28794
20-96304,elava-arkisto,26-28795
20-96304,elava-arkisto,26-28796
20-96304,elava-arkisto,26-28797
20-96304,elava-arkisto,26-28798
20-96601,elava-arkisto,26-29285
20-93299,elava-arkisto,26-24550
20-93299,elava-arkisto,26-24551
20-93299,elava-arkisto,26-24552
20-93299,elava-arkisto,26-24553
20-93299,elava-arkisto,26-24554
20-96570,elava-arkisto,26-29227
20-96570,elava-arkisto,26-29228
20-96583,elava-arkisto,26-29240
20-96583,elava-arkisto,26-29241
20-96567,elava-arkisto,26-29221
20-96567,elava-arkisto,26-29222
20-96270,elava-arkisto,26-28728
20-96531,elava-arkisto,26-29176
20-96320,elava-arkisto,26-28809
20-96320,elava-arkisto,26-28810
20-96320,elava-arkisto,26-28811
20-86615,elava-arkisto,26-29151
20-96543,elava-arkisto,26-29186
20-96543,elava-arkisto,26-29187
20-96543,elava-arkisto,26-29188
20-96543,elava-arkisto,26-29189
20-96516,elava-arkisto,26-29165
20-96519,elava-arkisto,26-29163
20-96547,elava-arkisto,26-29193
20-96386,elava-arkisto,26-28904
20-96386,elava-arkisto,26-28905
20-96386,elava-arkisto,26-28906
20-96386,elava-arkisto,26-28907
20-96386,elava-arkisto,26-28908
20-96526,elava-arkisto,26-29174
20-96369,elava-arkisto,26-28885
20-96373,elava-arkisto,26-28889
20-96390,elava-arkisto,26-28914
20-96357,elava-arkisto,26-28866
20-96381,elava-arkisto,26-28897
20-96307,elava-arkisto,26-28800
20-95856,elava-arkisto,26-28079
20-95856,elava-arkisto,26-28080
20-95856,elava-arkisto,26-28081
20-96327,elava-arkisto,26-28818
20-96327,elava-arkisto,26-28819
20-96331,elava-arkisto,26-28826
20-96335,elava-arkisto,26-28834
20-96344,elava-arkisto,26-28849
20-96486,elava-arkisto,26-29134
20-96486,elava-arkisto,26-29135
20-96339,elava-arkisto,26-28839
20-96339,elava-arkisto,26-28840
20-96339,elava-arkisto,26-28841
20-96339,elava-arkisto,26-28842
20-95848,elava-arkisto,26-28066
20-95848,elava-arkisto,26-28067
20-95848,elava-arkisto,26-28068
20-95848,elava-arkisto,26-28069
20-96422,elava-arkisto,26-28995
20-96411,elava-arkisto,26-28956
20-96411,elava-arkisto,26-28957
20-96217,elava-arkisto,26-28968
20-96217,elava-arkisto,26-28969
20-95732,elava-arkisto,26-29097
20-96419,elava-arkisto,26-28983
20-96419,elava-arkisto,26-28984
20-96419,elava-arkisto,26-28985
20-96419,elava-arkisto,26-28986
20-96480,elava-arkisto,26-29126
20-96480,elava-arkisto,26-29127
20-96480,elava-arkisto,26-29128
20-96480,elava-arkisto,26-29129
20-96480,elava-arkisto,26-29130
20-96480,elava-arkisto,26-29131
20-96475,elava-arkisto,26-29112
20-95734,elava-arkisto,26-29102
20-96468,elava-arkisto,26-29092
20-96468,elava-arkisto,26-29093
20-96465,elava-arkisto,26-29074
20-96465,elava-arkisto,26-29075
20-96465,elava-arkisto,26-29076
20-96465,elava-arkisto,26-29077
20-96465,elava-arkisto,26-29078
20-96426,elava-arkisto,26-29000
20-96426,elava-arkisto,26-29001
20-96405,elava-arkisto,26-28934
20-96405,elava-arkisto,26-28935
20-96405,elava-arkisto,26-28936
20-96405,elava-arkisto,26-28937
20-96405,elava-arkisto,26-28938
20-93195,elava-arkisto,26-28945
20-93195,elava-arkisto,26-28946
20-93195,elava-arkisto,26-28947
20-93195,elava-arkisto,26-28948
20-93195,elava-arkisto,26-28949
20-93195,elava-arkisto,26-28950
20-93195,elava-arkisto,26-28951
20-93195,elava-arkisto,26-97883
20-96436,elava-arkisto,26-29020
20-96436,elava-arkisto,26-29021
20-96165,elava-arkisto,26-28518
20-95855,elava-arkisto,26-29015
20-95855,elava-arkisto,26-29016
20-95855,elava-arkisto,26-29017
20-95855,elava-arkisto,26-29018
20-96397,elava-arkisto,26-28929
20-96393,elava-arkisto,26-28920
20-96393,elava-arkisto,26-28921
20-96376,elava-arkisto,26-28891
20-96301,elava-arkisto,26-28784
20-96347,elava-arkisto,26-28854
20-96323,elava-arkisto,26-28813
20-96323,elava-arkisto,26-97437
20-96314,elava-arkisto,26-81225
20-96311,elava-arkisto,26-28803
20-96298,elava-arkisto,26-28775
20-96298,elava-arkisto,26-28776
20-96298,elava-arkisto,26-28777
20-96298,elava-arkisto,26-28778
20-96279,elava-arkisto,26-28748
20-96290,elava-arkisto,26-28760
20-96290,elava-arkisto,26-28761
20-96290,elava-arkisto,26-28762
20-96295,elava-arkisto,26-28767
20-96295,elava-arkisto,26-28768
20-96295,elava-arkisto,26-28769
20-96295,elava-arkisto,26-28770
20-96295,elava-arkisto,26-28771
20-80037,elava-arkisto,26-5173
20-89818,elava-arkisto,26-28751
20-89818,elava-arkisto,26-28752
20-96254,elava-arkisto,26-28686
20-96254,elava-arkisto,26-28687
20-96254,elava-arkisto,26-28688
20-96275,elava-arkisto,26-28740
20-96275,elava-arkisto,26-28741
20-96275,elava-arkisto,26-28742
20-96275,elava-arkisto,26-28743
20-85297,elava-arkisto,26-13919
20-85297,elava-arkisto,26-13920
20-88724,elava-arkisto,26-109503
20-88724,elava-arkisto,26-109506
20-96258,elava-arkisto,26-28696
20-96258,elava-arkisto,26-28697
20-96258,elava-arkisto,26-28698
20-96264,elava-arkisto,26-28703
20-89132,elava-arkisto,26-28456
20-96251,elava-arkisto,26-28676
20-96251,elava-arkisto,26-28677
20-96174,elava-arkisto,26-28559
20-96174,elava-arkisto,26-28560
20-96174,elava-arkisto,26-28561
20-96174,elava-arkisto,26-28562
20-96174,elava-arkisto,26-28563
20-96174,elava-arkisto,26-28564
20-88831,elava-arkisto,26-28665
20-96234,elava-arkisto,26-28640
20-96234,elava-arkisto,26-28641
20-96234,elava-arkisto,26-28642
20-96234,elava-arkisto,26-28643
20-96234,elava-arkisto,26-28644
20-96218,elava-arkisto,26-28624
20-96218,elava-arkisto,26-106800
20-96218,elava-arkisto,26-28625
20-96218,elava-arkisto,26-106794
20-96218,elava-arkisto,26-106792
20-96218,elava-arkisto,26-106804
20-96218,elava-arkisto,26-106791
20-96218,elava-arkisto,26-106942
20-96161,elava-arkisto,26-28508
20-96212,elava-arkisto,26-28615
20-96212,elava-arkisto,26-28616
20-82366,elava-arkisto,26-28631
20-82366,elava-arkisto,26-28632
20-82366,elava-arkisto,26-28633
20-96229,elava-arkisto,26-28636
20-84452,elava-arkisto,26-12481
20-84452,elava-arkisto,26-12482
20-84452,elava-arkisto,26-12483
20-84452,elava-arkisto,26-12484
20-96202,elava-arkisto,26-28601
20-96202,elava-arkisto,26-28602
20-96202,elava-arkisto,26-28603
20-96202,elava-arkisto,26-28604
20-96202,elava-arkisto,26-28605
20-96207,elava-arkisto,26-28611
20-96183,elava-arkisto,26-28577
20-96183,elava-arkisto,26-28578
20-87971,elava-arkisto,26-17132
20-96193,elava-arkisto,26-28593
20-96197,elava-arkisto,26-28595
20-96197,elava-arkisto,26-28596
20-96197,elava-arkisto,26-28597
20-96197,elava-arkisto,26-28598
20-96197,elava-arkisto,26-28599
20-87996,elava-arkisto,26-17165
20-87992,elava-arkisto,26-99865
20-87992,elava-arkisto,26-99953
20-87992,elava-arkisto,26-99954
20-87992,elava-arkisto,26-99958
20-87992,elava-arkisto,26-17157
20-87992,elava-arkisto,26-17159
20-87992,elava-arkisto,26-17158
20-87992,elava-arkisto,26-99956
20-87992,elava-arkisto,26-99879
20-87992,elava-arkisto,26-99882
20-87992,elava-arkisto,26-99883
20-92781,elava-arkisto,26-110874
20-92781,elava-arkisto,26-23569
20-92781,elava-arkisto,26-23570
20-92781,elava-arkisto,26-23571
20-92781,elava-arkisto,26-23572
20-92781,elava-arkisto,26-23573
20-95540,elava-arkisto,26-28581
20-95540,elava-arkisto,26-28582
20-95955,elava-arkisto,26-28208
20-92913,elava-arkisto,26-23771
20-96171,elava-arkisto,26-104859
20-96171,elava-arkisto,26-104861
20-96171,elava-arkisto,26-28524
20-96171,elava-arkisto,26-28525
20-96171,elava-arkisto,26-28526
20-96171,elava-arkisto,26-28527
20-96171,elava-arkisto,26-104860
20-96171,elava-arkisto,26-104865
20-96171,elava-arkisto,26-105213
20-90392,elava-arkisto,26-20232
20-96179,elava-arkisto,26-28568
20-90384,elava-arkisto,26-20223
20-90380,elava-arkisto,26-20220
20-96131,elava-arkisto,26-28454
20-90373,elava-arkisto,26-20209
20-91676,elava-arkisto,26-22033
20-80525,elava-arkisto,26-28430
20-80525,elava-arkisto,26-28431
20-93694,elava-arkisto,26-25152
20-93694,elava-arkisto,26-25153
20-93694,elava-arkisto,26-25154
20-80526,elava-arkisto,26-6168
20-80526,elava-arkisto,26-6169
20-96147,elava-arkisto,26-28477
20-96147,elava-arkisto,26-28478
20-96147,elava-arkisto,26-28479
20-96156,elava-arkisto,26-28498
20-96156,elava-arkisto,26-28499
20-96156,elava-arkisto,26-28500
20-96156,elava-arkisto,26-28501
20-88838,elava-arkisto,26-18225
20-88838,elava-arkisto,26-18226
20-88838,elava-arkisto,26-18227
20-96152,elava-arkisto,26-28483
20-96143,elava-arkisto,26-28470
20-96143,elava-arkisto,26-28471
20-96143,elava-arkisto,26-46437
20-93892,elava-arkisto,26-25491
20-93892,elava-arkisto,26-25492
20-93892,elava-arkisto,26-25493
20-93892,elava-arkisto,26-25494
20-93892,elava-arkisto,26-25495
20-93892,elava-arkisto,26-25496
20-96140,elava-arkisto,26-28461
20-96128,elava-arkisto,26-28450
20-96125,elava-arkisto,26-28444
20-96119,elava-arkisto,26-28441
20-80170,elava-arkisto,26-28434
20-96052,elava-arkisto,26-28352
20-96052,elava-arkisto,26-28353
20-96052,elava-arkisto,26-28354
20-96052,elava-arkisto,26-28355
20-96052,elava-arkisto,26-28356
20-96052,elava-arkisto,26-28357
20-96036,elava-arkisto,26-28326
20-89301,elava-arkisto,26-18775
20-89301,elava-arkisto,26-18770
20-89301,elava-arkisto,26-18771
20-89301,elava-arkisto,26-18772
20-89301,elava-arkisto,26-18773
20-89301,elava-arkisto,26-35808
20-89301,elava-arkisto,26-29295
20-79208,elava-arkisto,26-28411
20-86714,elava-arkisto,26-28425
20-96102,elava-arkisto,26-28416
20-96106,elava-arkisto,26-28423
20-95007,elava-arkisto,26-26930
20-95007,elava-arkisto,26-26931
20-95007,elava-arkisto,26-26932
20-95007,elava-arkisto,26-26933
20-95007,elava-arkisto,26-26934
20-95007,elava-arkisto,26-26935
20-95007,elava-arkisto,26-26936
20-96095,elava-arkisto,26-28404
20-96023,elava-arkisto,26-28305
20-96023,elava-arkisto,26-28306
20-96029,elava-arkisto,26-28313
20-96029,elava-arkisto,26-28314
20-96072,elava-arkisto,26-28376
20-96072,elava-arkisto,26-28377
20-96085,elava-arkisto,26-28398
20-96067,elava-arkisto,26-28372
20-96067,elava-arkisto,26-99801
20-96080,elava-arkisto,26-28393
20-96080,elava-arkisto,26-28394
20-96090,elava-arkisto,26-28401
20-96075,elava-arkisto,26-28385
20-96055,elava-arkisto,26-28359
20-96055,elava-arkisto,26-28360
20-96055,elava-arkisto,26-28361
20-96061,elava-arkisto,26-28368
20-96000,elava-arkisto,26-28275
20-96000,elava-arkisto,26-28276
20-95911,elava-arkisto,26-28141
20-96047,elava-arkisto,26-28344
20-96047,elava-arkisto,26-28345
20-96047,elava-arkisto,26-28346
20-96040,elava-arkisto,26-28333
20-96040,elava-arkisto,26-28334
20-96040,elava-arkisto,26-28335
20-96032,elava-arkisto,26-28321
20-95964,elava-arkisto,26-28220
20-96020,elava-arkisto,26-28301
20-96020,elava-arkisto,26-28302
20-95543,elava-arkisto,26-111269
20-95543,elava-arkisto,26-28581
20-95543,elava-arkisto,26-28582
20-95543,elava-arkisto,26-29483
20-95543,elava-arkisto,26-29484
20-95543,elava-arkisto,26-30353
20-83631,elava-arkisto,26-11371
20-83631,elava-arkisto,26-11372
20-83631,elava-arkisto,26-11373
20-83631,elava-arkisto,26-11374
20-83631,elava-arkisto,26-11375
20-83631,elava-arkisto,26-11376
20-83631,elava-arkisto,26-11377
20-95884,elava-arkisto,26-28113
20-95928,elava-arkisto,26-28173
20-95928,elava-arkisto,26-28170
20-95928,elava-arkisto,26-28171
20-95928,elava-arkisto,26-28172
20-95928,elava-arkisto,26-28174
20-95928,elava-arkisto,26-28175
20-95928,elava-arkisto,26-28176
20-95928,elava-arkisto,26-28177
20-95928,elava-arkisto,26-28178
20-95928,elava-arkisto,26-28179
20-93973,elava-arkisto,26-111789
20-96016,elava-arkisto,26-28298
20-95978,elava-arkisto,26-28239
20-95996,elava-arkisto,26-28267
20-95996,elava-arkisto,26-28268
20-95996,elava-arkisto,26-28269
20-92109,elava-arkisto,26-22620
20-92109,elava-arkisto,26-22622
20-92109,elava-arkisto,26-22623
20-92109,elava-arkisto,26-22624
20-92109,elava-arkisto,26-22621
20-95991,elava-arkisto,26-28252
20-95991,elava-arkisto,26-28253
20-95991,elava-arkisto,26-28254
20-95991,elava-arkisto,26-28255
20-88316,elava-arkisto,26-28258
20-95983,elava-arkisto,26-28246
20-95959,elava-arkisto,26-28215
20-95959,elava-arkisto,26-28216
20-95974,elava-arkisto,26-28235
20-95967,elava-arkisto,26-28229
20-95907,elava-arkisto,26-28138
20-95947,elava-arkisto,26-28198
20-95947,elava-arkisto,26-28199
20-95947,elava-arkisto,26-28200
20-95947,elava-arkisto,26-92279
20-95951,elava-arkisto,26-28204
20-95943,elava-arkisto,26-28195
20-85452,elava-arkisto,26-14079
20-85452,elava-arkisto,26-14080
20-85452,elava-arkisto,26-14081
20-95932,elava-arkisto,26-28183
20-95932,elava-arkisto,26-28184
20-95932,elava-arkisto,26-28185
20-95932,elava-arkisto,26-28186
20-95932,elava-arkisto,26-28187
20-80666,elava-arkisto,26-6439
20-80666,elava-arkisto,26-6440
20-95924,elava-arkisto,26-28164
20-95919,elava-arkisto,26-28157
20-95919,elava-arkisto,26-28158
20-95919,elava-arkisto,26-28159
20-95919,elava-arkisto,26-28160
20-95919,elava-arkisto,26-28161
20-95733,elava-arkisto,26-28146
20-95876,elava-arkisto,26-28106
20-95895,elava-arkisto,26-28120
20-95880,elava-arkisto,26-28109
20-95903,elava-arkisto,26-28131
20-95865,elava-arkisto,26-28089
20-95865,elava-arkisto,26-28090
20-95871,elava-arkisto,26-28098
20-95871,elava-arkisto,26-28099
20-95887,elava-arkisto,26-28117
20-95860,elava-arkisto,26-28084
20-95843,elava-arkisto,26-28062
20-95809,elava-arkisto,26-28021
20-95809,elava-arkisto,26-28022
20-95809,elava-arkisto,26-28023
20-95814,elava-arkisto,26-28029
20-95830,elava-arkisto,26-28043
20-95830,elava-arkisto,26-28044
20-95834,elava-arkisto,26-28048
20-84559,elava-arkisto,26-28040
20-95687,elava-arkisto,26-27897
20-95819,elava-arkisto,26-28033
20-95822,elava-arkisto,26-28036
20-95822,elava-arkisto,26-28037
20-95804,elava-arkisto,26-28012
20-95788,elava-arkisto,26-27997
20-95800,elava-arkisto,26-28009
20-78463,elava-arkisto,26-28006
20-95792,elava-arkisto,26-28004
20-95724,elava-arkisto,26-27934
20-90004,elava-arkisto,26-108571
20-95711,elava-arkisto,26-27912
20-95780,elava-arkisto,26-27992
20-95784,elava-arkisto,26-27994
20-95568,elava-arkisto,26-27740
20-93412,elava-arkisto,26-24680
20-93412,elava-arkisto,26-24681
20-95743,elava-arkisto,26-27951
20-95772,elava-arkisto,26-27979
20-95772,elava-arkisto,26-27980
20-95772,elava-arkisto,26-27981
20-95764,elava-arkisto,26-27971
20-95764,elava-arkisto,26-27972
20-95764,elava-arkisto,26-27973
20-95758,elava-arkisto,26-27963
20-90751,elava-arkisto,26-20713
20-95728,elava-arkisto,26-27937
20-95747,elava-arkisto,26-27954
20-95735,elava-arkisto,26-27944
20-95735,elava-arkisto,26-27945
20-95719,elava-arkisto,26-27924
20-95719,elava-arkisto,26-27925
20-95719,elava-arkisto,26-27926
20-95719,elava-arkisto,26-27927
20-95738,elava-arkisto,26-27947
20-95647,elava-arkisto,26-27857
20-95647,elava-arkisto,26-27858
20-95647,elava-arkisto,26-27859
20-95647,elava-arkisto,26-27860
20-95681,elava-arkisto,26-27894
20-95707,elava-arkisto,26-27910
20-95698,elava-arkisto,26-27906
20-95716,elava-arkisto,26-27921
20-95716,elava-arkisto,26-27922
20-95701,elava-arkisto,26-27908
20-95623,elava-arkisto,26-27804
20-95643,elava-arkisto,26-27849
20-95676,elava-arkisto,26-27889
20-95676,elava-arkisto,26-27890
20-95676,elava-arkisto,26-27891
20-95676,elava-arkisto,26-27892
20-95676,elava-arkisto,26-108833
20-90747,elava-arkisto,26-20705
20-95631,elava-arkisto,26-27819
20-95631,elava-arkisto,26-27820
20-95631,elava-arkisto,26-27821
20-95631,elava-arkisto,26-27822
20-95631,elava-arkisto,26-27823
20-95631,elava-arkisto,26-27824
20-95631,elava-arkisto,26-27825
20-95631,elava-arkisto,26-27826
20-95631,elava-arkisto,26-27827
20-95631,elava-arkisto,26-27828
20-95666,elava-arkisto,26-27872
20-95673,elava-arkisto,26-27879
20-95654,elava-arkisto,26-27865
20-82946,elava-arkisto,26-10508
20-88038,elava-arkisto,26-27835
20-88038,elava-arkisto,26-27834
20-88038,elava-arkisto,26-27833
20-88038,elava-arkisto,26-27836
20-88038,elava-arkisto,26-27837
20-88038,elava-arkisto,26-30373
20-88038,elava-arkisto,26-45722
20-88038,elava-arkisto,26-45172
20-95594,elava-arkisto,26-27770
20-95594,elava-arkisto,26-27771
20-95627,elava-arkisto,26-27810
20-95659,elava-arkisto,26-27867
20-95659,elava-arkisto,26-27868
20-95650,elava-arkisto,26-27863
20-95638,elava-arkisto,26-27839
20-95638,elava-arkisto,26-27840
20-88675,elava-arkisto,26-18061
20-88675,elava-arkisto,26-110342
20-88675,elava-arkisto,26-18062
20-88675,elava-arkisto,26-18063
20-95349,elava-arkisto,26-27502
20-95535,elava-arkisto,26-27703
20-95608,elava-arkisto,26-27784
20-95608,elava-arkisto,26-27785
20-95527,elava-arkisto,26-27690
20-95599,elava-arkisto,26-27776
20-95613,elava-arkisto,26-27792
20-95614,elava-arkisto,26-27788
20-95614,elava-arkisto,26-79889
20-95604,elava-arkisto,26-27781
20-90395,elava-arkisto,26-20241
20-90395,elava-arkisto,26-20242
20-95585,elava-arkisto,26-27765
20-95589,elava-arkisto,26-27767
20-83809,elava-arkisto,26-27279
20-95573,elava-arkisto,26-27745
20-95573,elava-arkisto,26-27746
20-95573,elava-arkisto,26-27747
20-95573,elava-arkisto,26-27748
20-95573,elava-arkisto,26-27749
20-95573,elava-arkisto,26-27750
20-95577,elava-arkisto,26-27754
20-86004,elava-arkisto,26-27757
20-95561,elava-arkisto,26-27730
20-91335,elava-arkisto,26-27735
20-91335,elava-arkisto,26-27736
20-90194,elava-arkisto,26-19995
20-90194,elava-arkisto,26-19996
20-90194,elava-arkisto,26-19997
20-90194,elava-arkisto,26-19998
20-92219,elava-arkisto,26-22706
20-95337,elava-arkisto,26-27483
20-95512,elava-arkisto,26-27676
20-85082,elava-arkisto,26-13582
20-85082,elava-arkisto,26-13583
20-95551,elava-arkisto,26-27710
20-95557,elava-arkisto,26-27714
20-81525,elava-arkisto,26-98406
20-81525,elava-arkisto,26-8089
20-81525,elava-arkisto,26-8091
20-81525,elava-arkisto,26-8090
20-81525,elava-arkisto,26-8092
20-91336,elava-arkisto,26-21585
20-91305,elava-arkisto,26-21557
20-95531,elava-arkisto,26-27694
20-91261,elava-arkisto,26-21494
20-95520,elava-arkisto,26-27686
20-95520,elava-arkisto,26-27687
20-95520,elava-arkisto,26-27688
20-95405,elava-arkisto,26-27562
20-95409,elava-arkisto,26-27564
20-95413,elava-arkisto,26-27566
